,person_age,person_gender,person_education,person_income,person_emp_exp,person_home_ownership,loan_amnt,loan_intent,loan_int_rate,loan_percent_income,cb_person_cred_hist_length,credit_score,previous_loan_defaults_on_file
1952,23.0,female,Master,97036.0,0,RENT,2000.0,PERSONAL,11.01,0.02,3.0,561,No
41530,24.0,female,Master,62130.0,0,MORTGAGE,13000.0,DEBTCONSOLIDATION,11.91,0.21,3.0,698,Yes
38720,24.0,male,Master,60870.0,3,MORTGAGE,9000.0,PERSONAL,8.81,0.15,2.0,650,No
17978,30.0,male,Bachelor,252918.0,8,MORTGAGE,24000.0,DEBTCONSOLIDATION,11.49,0.09,6.0,593,Yes
43609,34.0,female,Bachelor,38222.0,12,RENT,8000.0,MEDICAL,14.15,0.21,11.0,678,No
28832,27.0,male,Bachelor,94941.0,3,OWN,35000.0,MEDICAL,17.99,0.37,7.0,584,No
1984,24.0,female,High School,65420.0,4,RENT,2100.0,HOMEIMPROVEMENT,17.14,0.03,4.0,645,No
35396,30.0,male,Associate,43064.0,4,RENT,2000.0,EDUCATION,9.7,0.05,8.0,610,Yes
15318,22.0,female,Bachelor,73148.0,0,RENT,15000.0,EDUCATION,14.26,0.21,4.0,617,Yes
28695,28.0,female,Bachelor,36889.0,6,RENT,3900.0,EDUCATION,11.99,0.11,9.0,660,Yes
10872,22.0,male,High School,85133.0,0,MORTGAGE,13750.0,VENTURE,10.75,0.16,3.0,621,Yes
25420,31.0,male,Bachelor,82569.0,9,RENT,12000.0,MEDICAL,11.01,0.15,6.0,664,Yes
17426,23.0,male,Bachelor,37004.0,3,RENT,8400.0,EDUCATION,14.65,0.23,3.0,603,No
30223,39.0,female,Associate,54384.0,17,RENT,6000.0,MEDICAL,7.88,0.11,17.0,634,No
37508,23.0,male,High School,50839.0,0,RENT,11000.0,EDUCATION,9.51,0.22,3.0,557,Yes
29859,45.0,female,Bachelor,39357.0,25,RENT,4500.0,PERSONAL,7.51,0.11,12.0,708,Yes
1783,22.0,female,Bachelor,26635.0,2,RENT,2000.0,EDUCATION,14.22,0.08,3.0,690,Yes
62,26.0,female,High School,316466.0,6,MORTGAGE,10000.0,EDUCATION,11.01,0.03,4.0,579,No
16384,22.0,male,Associate,49114.0,4,RENT,7000.0,DEBTCONSOLIDATION,11.99,0.14,3.0,553,Yes
31268,36.0,male,Master,103077.0,15,MORTGAGE,3500.0,PERSONAL,12.69,0.03,16.0,680,No
39026,28.0,female,Master,205205.0,1,MORTGAGE,10000.0,PERSONAL,11.04,0.05,5.0,623,No
3462,23.0,male,Master,87428.0,0,RENT,10800.0,MEDICAL,7.88,0.12,2.0,678,Yes
17760,25.0,male,Bachelor,127251.0,6,MORTGAGE,12000.0,VENTURE,12.84,0.09,3.0,596,No
29746,39.0,female,High School,143723.0,18,RENT,10800.0,EDUCATION,7.49,0.08,13.0,654,No
36504,31.0,male,Bachelor,94533.0,8,RENT,2323.0,HOMEIMPROVEMENT,7.97,0.02,10.0,699,Yes
15697,22.0,female,Associate,34687.0,4,RENT,15250.0,VENTURE,16.7,0.44,4.0,670,No
32538,54.0,male,Doctorate,186116.0,32,MORTGAGE,12000.0,PERSONAL,12.69,0.06,26.0,732,Yes
18528,34.0,male,Bachelor,51385.0,10,RENT,18825.0,PERSONAL,7.9,0.37,10.0,701,No
5462,21.0,male,Associate,55066.0,1,MORTGAGE,18000.0,EDUCATION,7.88,0.33,4.0,563,Yes
5852,22.0,male,Bachelor,47139.0,2,RENT,5500.0,PERSONAL,7.74,0.12,2.0,542,Yes
16308,25.0,male,Associate,101860.0,3,MORTGAGE,8500.0,MEDICAL,11.83,0.08,4.0,652,No
3665,22.0,female,Bachelor,16020.0,0,RENT,4000.0,PERSONAL,10.37,0.25,4.0,625,No
41170,23.0,female,Master,97049.0,2,MORTGAGE,10000.0,PERSONAL,7.66,0.1,3.0,711,No
44434,31.0,female,Bachelor,71782.0,8,MORTGAGE,17719.0,MEDICAL,15.37,0.25,8.0,609,No
16989,24.0,female,High School,75928.0,0,RENT,10625.0,PERSONAL,8.49,0.14,2.0,621,Yes
15679,25.0,female,High School,184582.0,5,MORTGAGE,14500.0,EDUCATION,13.85,0.08,3.0,672,No
31196,36.0,male,Associate,89844.0,12,MORTGAGE,25000.0,HOMEIMPROVEMENT,17.8,0.28,11.0,626,No
29307,40.0,male,Associate,60495.0,17,RENT,20000.0,DEBTCONSOLIDATION,11.01,0.33,17.0,649,No
2271,25.0,female,Bachelor,38469.0,5,MORTGAGE,2400.0,HOMEIMPROVEMENT,17.58,0.06,4.0,547,No
18262,31.0,male,Bachelor,166512.0,11,RENT,24000.0,PERSONAL,15.65,0.14,5.0,632,No
11079,23.0,male,Associate,58534.0,0,RENT,10000.0,VENTURE,9.25,0.17,3.0,616,No
28949,34.0,female,High School,166463.0,13,MORTGAGE,25000.0,MEDICAL,11.12,0.15,6.0,666,No
15873,25.0,male,High School,265085.0,2,MORTGAGE,25000.0,VENTURE,10.75,0.09,2.0,704,Yes
36803,30.0,female,High School,140763.0,9,MORTGAGE,18000.0,PERSONAL,9.03,0.13,10.0,681,No
40884,24.0,male,High School,138890.0,0,RENT,35000.0,EDUCATION,16.69,0.25,4.0,619,Yes
35394,23.0,female,High School,76047.0,0,MORTGAGE,12000.0,MEDICAL,7.29,0.16,4.0,650,No
42763,30.0,male,Bachelor,41993.0,5,RENT,7500.0,HOMEIMPROVEMENT,9.05,0.18,5.0,571,No
24657,32.0,male,High School,75621.0,8,RENT,10000.0,VENTURE,17.27,0.13,7.0,627,No
11726,22.0,male,High School,95923.0,0,RENT,10000.0,DEBTCONSOLIDATION,7.88,0.1,2.0,601,No
33775,25.0,female,Bachelor,122175.0,6,MORTGAGE,15000.0,EDUCATION,14.0,0.12,3.0,627,No
32121,37.0,female,Bachelor,78886.0,12,RENT,9000.0,EDUCATION,6.91,0.11,14.0,686,Yes
14012,23.0,male,Associate,106591.0,3,MORTGAGE,8400.0,HOMEIMPROVEMENT,14.65,0.08,4.0,614,No
41948,25.0,male,Associate,361124.0,1,MORTGAGE,24223.0,MEDICAL,18.68,0.07,3.0,601,Yes
24964,27.0,female,Associate,96059.0,6,MORTGAGE,13000.0,VENTURE,11.01,0.14,8.0,649,Yes
38086,31.0,female,High School,61975.0,8,RENT,5275.0,PERSONAL,12.77,0.09,8.0,563,Yes
6543,24.0,male,High School,57103.0,0,RENT,6000.0,DEBTCONSOLIDATION,10.99,0.11,4.0,596,Yes
23908,27.0,male,Master,30842.0,2,RENT,10000.0,DEBTCONSOLIDATION,11.01,0.32,8.0,685,No
4221,24.0,female,High School,46965.0,4,RENT,4500.0,MEDICAL,10.83,0.1,2.0,638,No
26141,29.0,female,Associate,116608.0,9,MORTGAGE,15000.0,MEDICAL,11.36,0.13,7.0,700,No
1941,24.0,female,High School,91158.0,0,RENT,2000.0,MEDICAL,9.99,0.02,2.0,651,Yes
12393,25.0,female,High School,96953.0,7,MORTGAGE,11300.0,DEBTCONSOLIDATION,10.37,0.12,2.0,671,Yes
5909,24.0,female,High School,25658.0,1,RENT,5575.0,PERSONAL,7.9,0.22,4.0,604,Yes
8327,22.0,male,High School,69518.0,0,MORTGAGE,7500.0,PERSONAL,11.86,0.11,3.0,677,No
3449,22.0,male,High School,44592.0,0,MORTGAGE,9950.0,DEBTCONSOLIDATION,7.29,0.22,3.0,615,No
25908,27.0,male,High School,18360.0,6,RENT,2500.0,EDUCATION,18.3,0.14,7.0,642,No
5892,23.0,female,Master,75221.0,0,RENT,5500.0,VENTURE,17.49,0.07,3.0,695,No
31607,41.0,female,Associate,34880.0,18,OWN,2000.0,EDUCATION,7.74,0.06,16.0,681,Yes
39143,26.0,female,High School,52810.0,0,MORTGAGE,9182.0,EDUCATION,10.48,0.17,5.0,636,Yes
16424,23.0,female,Bachelor,71409.0,1,RENT,3000.0,EDUCATION,10.36,0.04,3.0,682,No
40179,22.0,male,Associate,30056.0,0,OWN,3061.0,PERSONAL,11.78,0.1,4.0,670,No
21587,31.0,female,Associate,35578.0,7,RENT,6000.0,HOMEIMPROVEMENT,10.75,0.17,8.0,674,No
1946,21.0,female,Bachelor,36861.0,1,MORTGAGE,3000.0,PERSONAL,5.99,0.08,4.0,645,Yes
31908,45.0,female,Bachelor,65948.0,24,RENT,19425.0,DEBTCONSOLIDATION,11.99,0.29,17.0,640,No
22955,30.0,male,Bachelor,44396.0,6,RENT,8000.0,PERSONAL,11.36,0.18,8.0,596,No
13182,24.0,male,Associate,80413.0,3,MORTGAGE,30000.0,MEDICAL,19.42,0.37,3.0,611,No
29397,36.0,female,Doctorate,44266.0,17,RENT,16000.0,PERSONAL,8.9,0.36,17.0,663,No
14714,26.0,male,Associate,48596.0,4,RENT,15000.0,DEBTCONSOLIDATION,14.22,0.31,3.0,653,No
20910,27.0,female,Master,53577.0,4,MORTGAGE,10000.0,MEDICAL,6.92,0.19,9.0,683,No
17934,29.0,male,Bachelor,15212.0,9,OWN,4500.0,HOMEIMPROVEMENT,11.14,0.3,6.0,611,No
413,25.0,female,High School,73024.0,5,RENT,24000.0,PERSONAL,10.99,0.33,4.0,580,No
44715,24.0,male,High School,75369.0,0,RENT,24000.0,EDUCATION,12.66,0.32,4.0,647,No
9367,23.0,female,Bachelor,67545.0,0,MORTGAGE,5500.0,MEDICAL,14.61,0.08,2.0,682,No
25028,30.0,male,Bachelor,97250.0,6,MORTGAGE,3000.0,EDUCATION,6.62,0.03,9.0,612,Yes
20311,30.0,female,Bachelor,49087.0,6,MORTGAGE,3000.0,DEBTCONSOLIDATION,11.71,0.06,7.0,648,No
15691,25.0,male,Bachelor,186774.0,6,MORTGAGE,10000.0,PERSONAL,13.06,0.05,3.0,683,Yes
36167,35.0,male,Master,49194.0,11,RENT,8000.0,DEBTCONSOLIDATION,7.01,0.16,6.0,665,No
20338,29.0,female,Associate,36822.0,6,RENT,4400.0,MEDICAL,11.49,0.12,6.0,651,Yes
4881,22.0,female,Associate,46709.0,0,RENT,5000.0,EDUCATION,7.29,0.11,3.0,604,Yes
21722,34.0,female,High School,53626.0,9,RENT,6000.0,PERSONAL,16.45,0.11,10.0,568,No
8464,25.0,female,Associate,74921.0,2,RENT,7600.0,VENTURE,13.23,0.1,4.0,640,No
14862,22.0,female,High School,32747.0,0,OWN,7300.0,PERSONAL,13.61,0.22,2.0,552,Yes
7385,23.0,female,High School,54998.0,0,RENT,6575.0,MEDICAL,8.0,0.12,4.0,489,Yes
37186,29.0,male,Associate,43279.0,4,RENT,4000.0,VENTURE,8.67,0.09,6.0,599,Yes
41998,33.0,male,Associate,95723.0,8,MORTGAGE,4746.0,DEBTCONSOLIDATION,9.2,0.05,6.0,660,No
31381,38.0,male,Associate,108927.0,14,MORTGAGE,14000.0,PERSONAL,12.73,0.13,12.0,630,Yes
41120,23.0,male,Associate,64282.0,0,RENT,13863.0,VENTURE,12.54,0.22,3.0,629,Yes
7796,23.0,female,Bachelor,47191.0,0,RENT,7000.0,MEDICAL,11.14,0.15,2.0,528,Yes
39016,44.0,female,Associate,58481.0,22,RENT,10000.0,VENTURE,11.88,0.17,16.0,714,No
20681,29.0,male,Master,40064.0,4,RENT,5000.0,MEDICAL,8.9,0.12,8.0,579,Yes
26090,30.0,female,Master,116216.0,10,MORTGAGE,6000.0,VENTURE,5.42,0.05,7.0,670,No
2288,26.0,male,Master,58666.0,4,RENT,13000.0,DEBTCONSOLIDATION,11.26,0.22,3.0,617,Yes
32607,25.0,male,Bachelor,147713.0,0,RENT,15000.0,HOMEIMPROVEMENT,11.58,0.1,4.0,518,Yes
30847,39.0,male,Bachelor,81507.0,17,MORTGAGE,15000.0,HOMEIMPROVEMENT,10.37,0.18,15.0,705,No
6301,24.0,male,High School,59778.0,5,MORTGAGE,9000.0,DEBTCONSOLIDATION,7.49,0.15,2.0,675,No
13496,23.0,male,Master,56021.0,0,RENT,12500.0,EDUCATION,11.11,0.22,2.0,646,Yes
37107,22.0,male,Master,60388.0,0,MORTGAGE,9000.0,PERSONAL,14.34,0.15,4.0,657,No
21705,33.0,female,High School,60798.0,8,MORTGAGE,4000.0,MEDICAL,5.42,0.07,10.0,692,No
32932,27.0,female,Bachelor,58607.0,4,RENT,3000.0,EDUCATION,5.79,0.05,6.0,606,Yes
39150,25.0,male,High School,40781.0,2,RENT,5000.0,EDUCATION,11.67,0.12,4.0,642,No
27814,31.0,male,Bachelor,282790.0,9,OWN,11200.0,MEDICAL,15.65,0.04,5.0,677,Yes
17371,24.0,female,Bachelor,53449.0,2,RENT,7400.0,EDUCATION,13.99,0.14,3.0,515,No
8053,23.0,male,Associate,58502.0,0,RENT,7200.0,PERSONAL,11.71,0.12,2.0,581,No
17907,28.0,female,Associate,337073.0,8,MORTGAGE,20000.0,HOMEIMPROVEMENT,11.36,0.06,5.0,648,Yes
9763,22.0,female,High School,29659.0,3,RENT,9000.0,PERSONAL,11.01,0.3,2.0,595,No
31231,48.0,male,High School,78397.0,26,MORTGAGE,15000.0,MEDICAL,11.01,0.19,12.0,685,No
20353,28.0,female,Bachelor,49018.0,5,MORTGAGE,5000.0,VENTURE,11.01,0.1,10.0,694,No
32381,73.0,female,Bachelor,51415.0,47,MORTGAGE,5000.0,PERSONAL,7.49,0.1,28.0,706,No
32451,51.0,female,Associate,55516.0,30,RENT,8400.0,MEDICAL,13.11,0.15,18.0,658,No
29211,49.0,male,Associate,172318.0,24,MORTGAGE,24000.0,MEDICAL,11.01,0.14,14.0,591,No
19018,35.0,male,High School,36524.0,14,MORTGAGE,3300.0,EDUCATION,5.99,0.09,6.0,635,Yes
44824,29.0,female,High School,39170.0,5,RENT,6407.0,MEDICAL,15.02,0.16,6.0,647,No
2118,25.0,female,Associate,48647.0,0,RENT,2400.0,EDUCATION,5.42,0.05,3.0,608,Yes
35730,27.0,female,Master,96719.0,3,MORTGAGE,15000.0,EDUCATION,11.98,0.16,5.0,570,No
19981,28.0,female,Associate,79288.0,2,RENT,10400.0,PERSONAL,5.42,0.13,8.0,650,Yes
14071,25.0,female,High School,121266.0,2,MORTGAGE,7000.0,EDUCATION,5.79,0.06,3.0,559,Yes
34657,22.0,male,Associate,15535.0,0,RENT,1000.0,EDUCATION,13.61,0.06,2.0,627,Yes
1130,23.0,male,Bachelor,62182.0,0,RENT,17000.0,PERSONAL,8.49,0.27,4.0,625,No
30023,40.0,male,Associate,130612.0,18,RENT,9000.0,HOMEIMPROVEMENT,11.86,0.07,12.0,671,No
35217,23.0,male,Bachelor,78900.0,0,RENT,7000.0,EDUCATION,12.18,0.09,4.0,545,Yes
43935,42.0,male,Associate,92547.0,18,MORTGAGE,20000.0,HOMEIMPROVEMENT,17.48,0.22,12.0,694,No
17800,26.0,female,Bachelor,41895.0,8,MORTGAGE,12000.0,PERSONAL,6.03,0.29,2.0,648,No
22233,27.0,male,Doctorate,65549.0,5,MORTGAGE,27575.0,HOMEIMPROVEMENT,11.01,0.42,10.0,667,Yes
32340,51.0,male,High School,70619.0,28,RENT,1500.0,MEDICAL,19.03,0.02,22.0,645,No
1621,26.0,female,Bachelor,51385.0,4,RENT,1500.0,VENTURE,14.61,0.03,3.0,555,No
5397,22.0,male,High School,30830.0,4,RENT,8400.0,EDUCATION,6.62,0.27,2.0,652,No
11719,26.0,male,Bachelor,95182.0,1,RENT,10000.0,MEDICAL,8.94,0.11,4.0,618,Yes
18224,27.0,male,Bachelor,154605.0,6,RENT,24250.0,DEBTCONSOLIDATION,14.59,0.16,10.0,627,No
5441,26.0,female,Master,62253.0,2,RENT,5000.0,MEDICAL,12.42,0.08,4.0,636,No
36855,44.0,female,High School,29933.0,21,RENT,4435.0,EDUCATION,10.11,0.15,17.0,588,Yes
7177,24.0,male,High School,63327.0,0,MORTGAGE,18000.0,EDUCATION,11.71,0.28,3.0,639,No
44664,26.0,male,Bachelor,44056.0,4,RENT,5000.0,EDUCATION,8.5,0.11,8.0,639,No
11723,25.0,female,Bachelor,90695.0,4,MORTGAGE,6000.0,VENTURE,9.63,0.07,4.0,649,Yes
24668,34.0,male,Associate,83978.0,9,RENT,10000.0,PERSONAL,12.18,0.12,6.0,676,No
27571,35.0,female,Master,105236.0,14,RENT,15000.0,VENTURE,11.01,0.14,7.0,566,Yes
22003,27.0,male,Bachelor,73100.0,2,RENT,7000.0,VENTURE,6.99,0.1,10.0,574,Yes
43077,23.0,male,Bachelor,24079.0,0,RENT,6000.0,HOMEIMPROVEMENT,10.19,0.25,3.0,640,No
11490,22.0,male,Master,84064.0,0,MORTGAGE,17000.0,EDUCATION,15.27,0.2,3.0,687,No
31313,40.0,female,Master,105005.0,15,MORTGAGE,10000.0,HOMEIMPROVEMENT,10.25,0.1,16.0,619,Yes
1486,22.0,female,Bachelor,54620.0,0,RENT,1200.0,MEDICAL,12.68,0.02,3.0,668,No
5620,24.0,male,Master,100901.0,5,RENT,5000.0,HOMEIMPROVEMENT,16.35,0.05,3.0,602,No
15064,23.0,female,Associate,58767.0,4,RENT,1600.0,EDUCATION,13.98,0.03,3.0,577,Yes
20907,28.0,male,Bachelor,102726.0,3,RENT,9000.0,DEBTCONSOLIDATION,11.01,0.09,7.0,639,Yes
22966,30.0,male,High School,72913.0,9,MORTGAGE,7000.0,HOMEIMPROVEMENT,7.49,0.1,8.0,498,Yes
1238,24.0,male,Bachelor,30823.0,2,MORTGAGE,7000.0,DEBTCONSOLIDATION,9.32,0.23,2.0,653,Yes
29088,27.0,female,Associate,58249.0,5,OWN,7500.0,VENTURE,13.47,0.13,6.0,687,No
26989,28.0,male,High School,145195.0,7,MORTGAGE,14400.0,EDUCATION,10.74,0.1,10.0,564,Yes
9909,23.0,male,Associate,56322.0,2,RENT,9000.0,PERSONAL,9.99,0.16,3.0,621,No
6109,26.0,female,Master,58361.0,4,MORTGAGE,10000.0,PERSONAL,5.79,0.17,3.0,603,No
36117,27.0,male,Bachelor,94665.0,5,MORTGAGE,5122.0,HOMEIMPROVEMENT,8.56,0.05,8.0,699,Yes
42219,24.0,male,Master,91154.0,0,RENT,14643.0,HOMEIMPROVEMENT,12.29,0.16,3.0,661,No
32249,36.0,male,High School,193168.0,15,OWN,24000.0,VENTURE,14.96,0.12,15.0,635,Yes
15583,22.0,male,Master,178234.0,1,MORTGAGE,15000.0,DEBTCONSOLIDATION,7.66,0.08,4.0,624,Yes
38147,26.0,male,High School,28374.0,1,RENT,5000.0,MEDICAL,13.57,0.18,4.0,582,Yes
6124,25.0,male,Bachelor,23993.0,2,RENT,6000.0,HOMEIMPROVEMENT,13.11,0.25,2.0,670,No
11540,26.0,male,Associate,90627.0,2,MORTGAGE,10000.0,VENTURE,7.49,0.11,2.0,623,Yes
41542,24.0,male,Bachelor,110207.0,4,MORTGAGE,1000.0,EDUCATION,11.06,0.01,3.0,653,No
4928,25.0,male,Associate,52223.0,3,OWN,10000.0,EDUCATION,15.76,0.19,3.0,563,Yes
41193,24.0,male,Master,48997.0,0,RENT,4500.0,EDUCATION,12.46,0.09,3.0,643,No
29893,36.0,male,Associate,49958.0,16,MORTGAGE,7475.0,VENTURE,5.42,0.15,13.0,703,Yes
25400,31.0,female,Associate,78241.0,8,RENT,12000.0,VENTURE,12.73,0.15,8.0,679,Yes
25534,31.0,female,Associate,97147.0,9,RENT,12000.0,DEBTCONSOLIDATION,5.79,0.12,5.0,653,No
42604,35.0,female,Associate,121109.0,11,MORTGAGE,11494.0,DEBTCONSOLIDATION,15.19,0.09,9.0,619,No
37471,23.0,female,Associate,72873.0,0,RENT,12237.0,EDUCATION,10.61,0.17,3.0,636,Yes
32276,38.0,female,High School,48756.0,18,MORTGAGE,10000.0,PERSONAL,5.99,0.21,17.0,616,Yes
8614,24.0,male,Master,33144.0,0,RENT,8000.0,VENTURE,8.9,0.24,4.0,585,Yes
38236,32.0,male,Bachelor,215944.0,12,MORTGAGE,10947.0,PERSONAL,12.92,0.05,7.0,626,No
12416,26.0,female,High School,98355.0,7,MORTGAGE,9600.0,HOMEIMPROVEMENT,7.29,0.1,2.0,545,Yes
41603,43.0,male,Associate,72909.0,20,RENT,15000.0,HOMEIMPROVEMENT,11.35,0.21,12.0,680,No
6967,22.0,male,Bachelor,126885.0,0,RENT,6000.0,VENTURE,9.99,0.05,2.0,675,No
5246,25.0,female,Bachelor,37081.0,6,RENT,8875.0,EDUCATION,7.51,0.24,4.0,729,No
6659,22.0,female,High School,67162.0,3,RENT,6000.0,VENTURE,10.75,0.09,3.0,569,Yes
31211,39.0,male,High School,48769.0,21,RENT,12000.0,VENTURE,10.74,0.25,16.0,638,No
37467,41.0,male,Bachelor,95066.0,22,MORTGAGE,8000.0,DEBTCONSOLIDATION,10.47,0.08,13.0,622,No
40504,24.0,male,Bachelor,49804.0,5,RENT,4795.0,EDUCATION,13.83,0.1,4.0,625,No
17933,28.0,female,Associate,116213.0,4,RENT,28000.0,HOMEIMPROVEMENT,7.9,0.24,10.0,563,Yes
12303,23.0,male,Associate,97009.0,0,MORTGAGE,15000.0,EDUCATION,9.88,0.15,4.0,668,Yes
8675,23.0,female,Associate,37295.0,0,RENT,8000.0,PERSONAL,14.65,0.21,2.0,614,Yes
28422,31.0,male,Bachelor,59881.0,12,RENT,5600.0,PERSONAL,6.03,0.09,6.0,701,Yes
16457,25.0,female,High School,180871.0,3,MORTGAGE,8200.0,VENTURE,5.79,0.05,2.0,585,No
17699,26.0,female,Associate,34358.0,2,MORTGAGE,6000.0,VENTURE,7.88,0.17,3.0,647,Yes
15303,24.0,male,Bachelor,73063.0,1,RENT,15000.0,HOMEIMPROVEMENT,13.85,0.21,2.0,508,Yes
8001,22.0,female,High School,36715.0,0,RENT,7200.0,MEDICAL,8.9,0.2,2.0,633,No
31894,37.0,male,High School,89816.0,14,RENT,19200.0,HOMEIMPROVEMENT,12.87,0.21,12.0,617,No
6076,23.0,female,Associate,51474.0,1,MORTGAGE,10500.0,EDUCATION,7.66,0.2,2.0,670,No
35750,26.0,female,Bachelor,58538.0,4,RENT,7000.0,EDUCATION,10.61,0.12,2.0,643,Yes
27949,27.0,male,Bachelor,278548.0,4,MORTGAGE,2000.0,PERSONAL,9.91,0.01,10.0,629,Yes
21325,27.0,male,Bachelor,57300.0,4,MORTGAGE,2650.0,EDUCATION,7.49,0.05,9.0,690,No
6467,23.0,male,Bachelor,61084.0,0,MORTGAGE,3000.0,EDUCATION,6.03,0.05,4.0,606,Yes
34712,35.0,female,Bachelor,52574.0,13,RENT,6150.0,MEDICAL,9.07,0.12,12.0,688,No
8330,22.0,male,Bachelor,61545.0,0,RENT,7500.0,DEBTCONSOLIDATION,13.22,0.12,3.0,663,Yes
14684,24.0,female,Bachelor,134410.0,2,MORTGAGE,14000.0,EDUCATION,7.9,0.1,4.0,616,Yes
9560,21.0,male,Associate,30619.0,0,RENT,8125.0,EDUCATION,7.9,0.27,3.0,662,No
22965,35.0,female,Bachelor,45618.0,13,RENT,8000.0,MEDICAL,10.99,0.18,9.0,574,Yes
6243,22.0,male,Associate,37403.0,0,RENT,6000.0,EDUCATION,7.51,0.16,4.0,657,No
40758,23.0,female,Associate,60621.0,0,RENT,10000.0,EDUCATION,11.71,0.16,3.0,646,No
15324,24.0,female,High School,156991.0,2,MORTGAGE,25000.0,HOMEIMPROVEMENT,10.74,0.16,3.0,653,No
38075,22.0,female,Bachelor,55257.0,0,MORTGAGE,5000.0,EDUCATION,7.14,0.09,4.0,668,No
26152,30.0,female,High School,117304.0,5,MORTGAGE,5000.0,PERSONAL,13.49,0.04,9.0,658,Yes
23485,32.0,male,Bachelor,61467.0,11,RENT,8400.0,EDUCATION,12.42,0.14,7.0,681,No
27992,27.0,female,Associate,103526.0,5,RENT,11000.0,HOMEIMPROVEMENT,15.99,0.11,5.0,567,No
10960,24.0,male,Associate,84727.0,4,OTHER,9000.0,PERSONAL,9.63,0.11,2.0,620,Yes
43187,23.0,female,Bachelor,32106.0,3,RENT,8274.0,DEBTCONSOLIDATION,10.17,0.26,4.0,618,No
5616,24.0,male,Bachelor,55371.0,1,MORTGAGE,10000.0,MEDICAL,5.99,0.18,2.0,674,No
19335,27.0,male,High School,30077.0,6,RENT,2800.0,PERSONAL,10.95,0.09,10.0,661,Yes
32587,28.0,male,Bachelor,46523.0,6,RENT,10750.0,VENTURE,10.75,0.23,9.0,717,Yes
44383,30.0,male,High School,53899.0,7,RENT,4500.0,DEBTCONSOLIDATION,10.1,0.08,5.0,653,No
13495,22.0,male,High School,112192.0,0,MORTGAGE,10200.0,EDUCATION,11.01,0.09,4.0,670,Yes
30186,36.0,male,Associate,35318.0,15,RENT,6000.0,EDUCATION,15.96,0.17,12.0,606,No
24512,34.0,male,Bachelor,89438.0,12,MORTGAGE,15000.0,HOMEIMPROVEMENT,12.42,0.17,7.0,660,No
40891,25.0,female,High School,67122.0,4,RENT,3813.0,MEDICAL,8.56,0.06,3.0,619,Yes
43223,22.0,male,Associate,25172.0,0,RENT,10000.0,EDUCATION,10.01,0.4,3.0,613,No
17752,24.0,male,Associate,132898.0,3,RENT,12000.0,PERSONAL,7.9,0.09,3.0,515,Yes
16974,23.0,male,Associate,47997.0,0,RENT,12000.0,PERSONAL,10.99,0.25,2.0,543,No
2749,22.0,male,Bachelor,65445.0,1,RENT,12000.0,DEBTCONSOLIDATION,8.49,0.18,4.0,623,No
25016,27.0,female,Associate,94856.0,3,RENT,11525.0,HOMEIMPROVEMENT,11.01,0.12,8.0,623,Yes
30700,40.0,male,Bachelor,75427.0,17,OWN,4800.0,DEBTCONSOLIDATION,11.01,0.06,16.0,713,No
18944,31.0,male,Bachelor,30177.0,10,RENT,2000.0,EDUCATION,13.61,0.07,5.0,543,Yes
6105,21.0,female,Master,19840.0,3,RENT,6000.0,VENTURE,9.63,0.3,3.0,688,No
24697,30.0,female,Bachelor,91069.0,4,MORTGAGE,21000.0,HOMEIMPROVEMENT,14.35,0.23,5.0,659,No
27185,28.0,male,Bachelor,150929.0,4,MORTGAGE,8000.0,EDUCATION,11.14,0.05,10.0,704,No
36192,33.0,female,Associate,36826.0,10,RENT,1216.0,EDUCATION,11.26,0.03,9.0,595,Yes
24585,32.0,male,Bachelor,91159.0,8,MORTGAGE,12000.0,HOMEIMPROVEMENT,10.65,0.13,5.0,555,Yes
24119,27.0,male,High School,85063.0,9,MORTGAGE,3000.0,PERSONAL,5.42,0.04,7.0,605,Yes
2802,24.0,male,Associate,63688.0,1,RENT,3000.0,MEDICAL,11.01,0.05,2.0,646,Yes
33392,37.0,male,Associate,96988.0,11,MORTGAGE,13000.0,DEBTCONSOLIDATION,6.62,0.13,16.0,580,Yes
38048,33.0,female,Bachelor,44391.0,9,RENT,8400.0,EDUCATION,10.32,0.19,11.0,645,Yes
41260,25.0,female,Master,93712.0,5,MORTGAGE,16000.0,EDUCATION,14.64,0.17,3.0,580,Yes
18438,34.0,female,Associate,113469.0,14,RENT,20000.0,EDUCATION,15.31,0.18,5.0,612,No
14878,23.0,female,Master,57192.0,0,RENT,15000.0,PERSONAL,12.04,0.26,2.0,613,No
14960,24.0,male,Associate,144916.0,2,MORTGAGE,20000.0,PERSONAL,12.99,0.14,2.0,683,Yes
21107,29.0,male,Master,54803.0,8,MORTGAGE,14000.0,HOMEIMPROVEMENT,13.48,0.26,5.0,670,Yes
25906,33.0,male,Master,111671.0,13,MORTGAGE,12000.0,PERSONAL,5.79,0.11,5.0,690,Yes
21471,32.0,male,High School,58680.0,9,MORTGAGE,5200.0,HOMEIMPROVEMENT,5.42,0.09,5.0,598,Yes
33230,24.0,female,Bachelor,84979.0,3,RENT,10000.0,MEDICAL,9.64,0.12,4.0,662,Yes
9601,21.0,male,Bachelor,37370.0,0,RENT,8400.0,EDUCATION,6.03,0.22,3.0,651,No
12936,23.0,female,High School,96673.0,1,RENT,12000.0,VENTURE,10.59,0.12,4.0,627,Yes
