,person_age,person_gender,person_education,person_income,person_emp_exp,person_home_ownership,loan_amnt,loan_intent,loan_int_rate,loan_percent_income,cb_person_cred_hist_length,credit_score,previous_loan_defaults_on_file
5587,27.0,male,Master,70060.0,4,RENT,15000.0,DEBTCONSOLIDATION,11.01,0.21,6.0,599,Yes
5588,29.0,male,Bachelor,88421.0,6,RENT,7000.0,PERSONAL,7.29,0.08,5.0,550,No
5589,27.0,female,Associate,44201.0,3,RENT,4000.0,MEDICAL,11.01,0.09,10.0,679,Yes
5590,30.0,male,Bachelor,85987.0,8,RENT,8000.0,MEDICAL,11.12,0.09,8.0,584,No
5591,38.0,female,Bachelor,67182.0,16,MORTGAGE,22500.0,HOMEIMPROVEMENT,7.49,0.33,12.0,650,Yes
5592,29.0,male,Associate,66276.0,4,MORTGAGE,10886.0,PERSONAL,7.77,0.16,5.0,685,No
5593,28.0,female,Associate,58517.0,2,RENT,4000.0,DEBTCONSOLIDATION,11.01,0.07,7.0,640,No
5594,25.0,male,Associate,259923.0,1,MORTGAGE,25000.0,HOMEIMPROVEMENT,16.07,0.1,2.0,686,No
5595,30.0,female,Associate,216924.0,11,RENT,20000.0,EDUCATION,14.22,0.09,10.0,701,No
5596,23.0,female,Associate,114914.0,0,MORTGAGE,6000.0,PERSONAL,7.68,0.05,3.0,680,No
5597,29.0,female,High School,85079.0,3,RENT,5600.0,HOMEIMPROVEMENT,14.27,0.07,6.0,620,No
5598,35.0,female,Associate,84832.0,12,MORTGAGE,17000.0,PERSONAL,9.8,0.2,6.0,609,No
5599,32.0,male,Bachelor,418378.0,8,MORTGAGE,25000.0,PERSONAL,11.83,0.06,10.0,576,Yes
5600,24.0,male,High School,102812.0,2,RENT,10000.0,PERSONAL,16.0,0.1,3.0,601,Yes
5601,30.0,male,Bachelor,181152.0,9,RENT,21000.0,VENTURE,12.62,0.12,9.0,606,Yes
5602,37.0,male,Doctorate,72699.0,16,RENT,9700.0,VENTURE,13.61,0.13,11.0,672,Yes
5603,24.0,male,Bachelor,43100.0,0,OWN,3500.0,VENTURE,16.0,0.08,3.0,692,Yes
5604,24.0,male,High School,42223.0,4,OWN,5100.0,MEDICAL,11.12,0.12,4.0,671,Yes
5605,42.0,male,High School,51247.0,22,RENT,12000.0,PERSONAL,10.37,0.23,11.0,681,No
5606,33.0,female,Bachelor,44144.0,8,MORTGAGE,6625.0,EDUCATION,16.4,0.15,5.0,692,Yes
5607,31.0,male,Associate,67876.0,12,RENT,7000.0,MEDICAL,7.29,0.1,8.0,666,Yes
5608,40.0,female,High School,163972.0,16,MORTGAGE,21000.0,EDUCATION,9.99,0.13,13.0,623,Yes
5609,25.0,male,High School,146210.0,6,MORTGAGE,13600.0,MEDICAL,11.99,0.09,2.0,571,Yes
5610,28.0,male,Associate,91096.0,4,RENT,9000.0,DEBTCONSOLIDATION,12.21,0.1,8.0,567,Yes
5611,21.0,male,Associate,31193.0,0,RENT,6000.0,EDUCATION,11.83,0.19,3.0,529,No
5612,27.0,male,Associate,217144.0,6,MORTGAGE,16000.0,HOMEIMPROVEMENT,11.01,0.07,8.0,670,No
5613,24.0,male,High School,121240.0,4,MORTGAGE,5000.0,PERSONAL,7.43,0.04,3.0,676,Yes
5614,28.0,male,Associate,69345.0,6,MORTGAGE,9600.0,PERSONAL,15.96,0.14,9.0,627,Yes
5615,25.0,male,High School,147236.0,0,MORTGAGE,15000.0,HOMEIMPROVEMENT,10.37,0.1,3.0,665,No
5616,23.0,male,Associate,123315.0,4,MORTGAGE,20000.0,EDUCATION,11.01,0.16,3.0,658,No
5617,47.0,female,High School,93640.0,25,MORTGAGE,25000.0,EDUCATION,10.99,0.27,14.0,669,No
5618,22.0,female,High School,65761.0,0,RENT,16075.0,DEBTCONSOLIDATION,10.37,0.24,3.0,572,Yes
5619,25.0,male,High School,48988.0,0,RENT,10786.0,VENTURE,11.02,0.22,4.0,656,No
5620,49.0,female,Bachelor,85030.0,25,RENT,17000.0,EDUCATION,11.71,0.2,16.0,693,Yes
5621,34.0,female,Associate,78897.0,12,MORTGAGE,11200.0,DEBTCONSOLIDATION,7.88,0.14,6.0,649,No
5622,25.0,male,Associate,147478.0,0,RENT,15000.0,HOMEIMPROVEMENT,11.54,0.1,4.0,626,Yes
5623,31.0,male,High School,108038.0,7,MORTGAGE,14000.0,EDUCATION,10.65,0.13,10.0,675,Yes
5624,24.0,male,Master,43277.0,0,RENT,8000.0,EDUCATION,8.04,0.18,3.0,689,No
5625,22.0,male,Master,97069.0,1,RENT,4000.0,EDUCATION,11.12,0.04,4.0,692,No
5626,25.0,female,Associate,100241.0,3,RENT,8949.0,EDUCATION,10.05,0.09,6.0,608,Yes
5627,44.0,female,High School,240858.0,23,MORTGAGE,20000.0,VENTURE,7.51,0.08,11.0,705,Yes
5628,31.0,female,Doctorate,66818.0,9,MORTGAGE,12000.0,HOMEIMPROVEMENT,7.49,0.18,5.0,597,Yes
5629,22.0,male,Associate,39546.0,0,MORTGAGE,1700.0,EDUCATION,7.9,0.04,4.0,483,Yes
5630,46.0,male,Master,217194.0,24,MORTGAGE,18000.0,MEDICAL,9.91,0.08,12.0,585,Yes
5631,26.0,male,Bachelor,61348.0,3,RENT,10000.0,PERSONAL,7.33,0.16,3.0,652,No
5632,24.0,female,Associate,90756.0,2,MORTGAGE,15000.0,DEBTCONSOLIDATION,12.21,0.17,3.0,673,No
5633,32.0,female,Bachelor,45620.0,6,MORTGAGE,3000.0,PERSONAL,11.49,0.07,7.0,675,No
5634,27.0,male,Associate,173898.0,7,MORTGAGE,5000.0,MEDICAL,7.49,0.03,5.0,660,Yes
5635,28.0,female,Associate,100357.0,6,MORTGAGE,18000.0,VENTURE,11.01,0.18,7.0,628,Yes
5636,24.0,male,Master,72682.0,2,MORTGAGE,12982.0,MEDICAL,8.0,0.18,3.0,677,Yes
5637,22.0,female,High School,39626.0,0,MORTGAGE,10000.0,EDUCATION,10.83,0.25,3.0,667,Yes
5638,24.0,male,Bachelor,85100.0,6,MORTGAGE,5000.0,DEBTCONSOLIDATION,6.03,0.06,3.0,624,No
5639,21.0,female,Associate,94537.0,1,RENT,10000.0,VENTURE,5.99,0.11,2.0,622,Yes
5640,23.0,male,High School,54975.0,2,RENT,12000.0,EDUCATION,12.69,0.22,4.0,636,Yes
5641,25.0,female,Associate,72883.0,7,MORTGAGE,5000.0,VENTURE,11.01,0.07,4.0,679,No
5642,30.0,male,Master,62148.0,5,MORTGAGE,2000.0,PERSONAL,10.99,0.03,10.0,654,Yes
5643,22.0,female,Bachelor,83903.0,0,RENT,6000.0,VENTURE,7.49,0.07,4.0,617,Yes
5644,26.0,male,Associate,100810.0,4,MORTGAGE,8167.0,DEBTCONSOLIDATION,10.6,0.08,6.0,637,No
5645,25.0,male,High School,34538.0,0,RENT,4000.0,MEDICAL,10.0,0.12,2.0,500,Yes
5646,29.0,female,Associate,57692.0,7,RENT,2000.0,DEBTCONSOLIDATION,9.99,0.03,6.0,652,No
5647,32.0,female,Doctorate,65664.0,9,MORTGAGE,10000.0,VENTURE,12.8,0.15,8.0,728,No
5648,30.0,female,Master,42953.0,5,MORTGAGE,2000.0,MEDICAL,5.42,0.05,9.0,646,Yes
5649,27.0,female,Bachelor,51759.0,6,RENT,11975.0,MEDICAL,12.53,0.23,6.0,590,Yes
5650,24.0,male,Master,130618.0,0,MORTGAGE,3994.0,VENTURE,12.69,0.03,4.0,687,Yes
5651,23.0,female,Bachelor,121225.0,0,MORTGAGE,10000.0,EDUCATION,12.87,0.08,3.0,529,Yes
5652,27.0,male,Bachelor,94948.0,2,MORTGAGE,5000.0,HOMEIMPROVEMENT,5.42,0.05,7.0,599,Yes
5653,25.0,female,Bachelor,87792.0,5,RENT,10000.0,EDUCATION,12.99,0.11,4.0,716,No
5654,30.0,female,High School,87491.0,7,MORTGAGE,6000.0,VENTURE,11.99,0.07,10.0,645,No
5655,30.0,female,Bachelor,102672.0,5,RENT,10000.0,HOMEIMPROVEMENT,7.37,0.1,9.0,693,Yes
5656,30.0,female,Bachelor,90935.0,7,OWN,10000.0,VENTURE,14.27,0.11,6.0,612,Yes
5657,37.0,male,High School,49156.0,13,MORTGAGE,16000.0,MEDICAL,10.99,0.33,15.0,630,Yes
5658,33.0,male,Associate,102441.0,10,RENT,4000.0,EDUCATION,8.59,0.04,6.0,628,Yes
5659,24.0,female,Bachelor,29776.0,4,OWN,4200.0,VENTURE,6.99,0.14,3.0,614,Yes
5660,35.0,female,High School,97051.0,17,RENT,10000.0,EDUCATION,7.51,0.1,10.0,653,Yes
5661,30.0,female,Associate,176038.0,8,MORTGAGE,2500.0,MEDICAL,13.5,0.01,9.0,652,Yes
5662,43.0,female,High School,75317.0,19,MORTGAGE,5000.0,HOMEIMPROVEMENT,7.88,0.07,14.0,685,Yes
5663,22.0,male,Associate,103131.0,0,MORTGAGE,10000.0,PERSONAL,5.99,0.1,2.0,530,Yes
5664,33.0,male,Master,72949.0,8,MORTGAGE,7000.0,MEDICAL,5.42,0.1,8.0,637,Yes
5665,27.0,male,Associate,29631.0,4,RENT,7000.0,DEBTCONSOLIDATION,10.75,0.24,10.0,668,Yes
5666,32.0,male,Associate,120013.0,6,MORTGAGE,8000.0,EDUCATION,12.39,0.07,9.0,599,No
5667,24.0,female,Master,97846.0,6,MORTGAGE,16000.0,DEBTCONSOLIDATION,13.22,0.16,2.0,695,No
5668,28.0,male,Associate,91196.0,9,RENT,7500.0,EDUCATION,11.01,0.08,6.0,667,No
5669,29.0,male,Bachelor,90587.0,7,MORTGAGE,10000.0,DEBTCONSOLIDATION,11.48,0.11,10.0,607,Yes
5670,25.0,female,High School,56065.0,0,RENT,9000.0,PERSONAL,8.12,0.16,3.0,602,Yes
5671,30.0,female,Bachelor,41719.0,6,RENT,2420.0,EDUCATION,12.34,0.06,5.0,606,No
5672,22.0,male,High School,49834.0,0,MORTGAGE,13750.0,EDUCATION,10.83,0.28,4.0,563,Yes
5673,27.0,male,Associate,41785.0,9,MORTGAGE,8000.0,PERSONAL,13.35,0.19,8.0,647,No
5674,25.0,male,Master,58756.0,4,MORTGAGE,4800.0,DEBTCONSOLIDATION,10.74,0.08,4.0,612,Yes
5675,27.0,male,Bachelor,82728.0,4,OWN,20000.0,PERSONAL,7.9,0.24,9.0,651,Yes
5676,22.0,male,Bachelor,81756.0,1,MORTGAGE,3900.0,EDUCATION,14.35,0.05,4.0,674,No
5677,27.0,female,Associate,42523.0,4,MORTGAGE,3000.0,PERSONAL,9.91,0.07,6.0,653,No
5678,39.0,male,High School,46466.0,14,RENT,7000.0,DEBTCONSOLIDATION,11.49,0.15,16.0,528,Yes
5679,26.0,female,Bachelor,85009.0,5,RENT,6000.0,PERSONAL,8.49,0.07,4.0,578,No
5680,23.0,male,Bachelor,117469.0,1,MORTGAGE,15000.0,PERSONAL,16.4,0.13,3.0,648,No
5681,28.0,male,Master,65140.0,6,RENT,5000.0,VENTURE,12.18,0.08,5.0,648,Yes
5682,34.0,female,Associate,145393.0,16,MORTGAGE,20000.0,EDUCATION,10.37,0.14,10.0,702,Yes
5683,22.0,female,Associate,199596.0,0,MORTGAGE,12000.0,EDUCATION,12.99,0.06,3.0,641,No
5684,26.0,female,Associate,94535.0,1,RENT,12000.0,DEBTCONSOLIDATION,7.14,0.13,2.0,602,Yes
5685,26.0,male,Master,100300.0,0,RENT,5450.0,VENTURE,7.9,0.05,3.0,605,Yes
5686,25.0,male,High School,36760.0,3,RENT,2000.0,MEDICAL,13.87,0.05,2.0,590,No
5687,26.0,male,Master,130995.0,4,MORTGAGE,9000.0,VENTURE,10.38,0.07,4.0,646,Yes
5688,37.0,male,High School,223839.0,18,OWN,3000.0,VENTURE,6.39,0.01,17.0,675,Yes
5689,26.0,male,Associate,43938.0,0,RENT,4000.0,PERSONAL,10.14,0.09,2.0,600,Yes
5690,30.0,female,High School,173694.0,6,MORTGAGE,6000.0,VENTURE,6.91,0.03,6.0,553,No
5691,26.0,male,Master,133621.0,6,MORTGAGE,9800.0,PERSONAL,11.01,0.07,3.0,611,Yes
5692,24.0,female,Associate,30624.0,0,RENT,4400.0,EDUCATION,6.76,0.14,2.0,595,No
5693,23.0,female,Bachelor,78596.0,0,MORTGAGE,5500.0,DEBTCONSOLIDATION,6.39,0.07,2.0,638,Yes
5694,42.0,female,High School,94329.0,20,MORTGAGE,20000.0,EDUCATION,10.99,0.21,11.0,682,Yes
5695,23.0,female,High School,61197.0,0,RENT,15000.0,PERSONAL,7.88,0.25,4.0,562,Yes
5696,27.0,male,Bachelor,64762.0,2,MORTGAGE,5600.0,DEBTCONSOLIDATION,11.86,0.09,6.0,610,Yes
5697,26.0,female,Bachelor,94374.0,2,MORTGAGE,8355.0,DEBTCONSOLIDATION,7.08,0.09,4.0,672,Yes
5698,22.0,male,Associate,169019.0,0,MORTGAGE,20000.0,VENTURE,6.91,0.12,3.0,514,Yes
5699,23.0,male,Master,49063.0,0,RENT,12000.0,PERSONAL,9.63,0.24,2.0,558,Yes
5700,36.0,male,Bachelor,103188.0,14,RENT,25000.0,EDUCATION,11.86,0.24,11.0,729,No
5701,27.0,female,Bachelor,211281.0,4,MORTGAGE,11500.0,HOMEIMPROVEMENT,7.51,0.05,7.0,727,No
5702,23.0,female,Master,52726.0,0,RENT,2000.0,VENTURE,13.61,0.04,2.0,678,Yes
5703,24.0,female,High School,70952.0,3,MORTGAGE,2400.0,HOMEIMPROVEMENT,11.89,0.03,4.0,654,No
5704,26.0,female,Bachelor,80088.0,4,RENT,2875.0,DEBTCONSOLIDATION,7.49,0.04,2.0,669,Yes
5705,34.0,male,Bachelor,88234.0,10,MORTGAGE,11000.0,MEDICAL,12.21,0.12,8.0,634,Yes
5706,25.0,male,Master,116163.0,5,MORTGAGE,18250.0,DEBTCONSOLIDATION,11.11,0.16,4.0,561,Yes
5707,28.0,female,Master,70534.0,6,MORTGAGE,9600.0,VENTURE,7.49,0.14,7.0,682,No
5708,34.0,female,Bachelor,91099.0,10,MORTGAGE,4000.0,MEDICAL,13.92,0.04,7.0,661,No
5709,28.0,female,High School,36670.0,8,RENT,3839.0,EDUCATION,13.85,0.1,8.0,662,Yes
5710,25.0,male,Bachelor,116318.0,7,MORTGAGE,10925.0,VENTURE,12.69,0.09,4.0,640,Yes
5711,30.0,female,High School,102285.0,8,RENT,12000.0,PERSONAL,8.88,0.12,7.0,640,No
5712,22.0,male,Bachelor,75378.0,0,MORTGAGE,3600.0,EDUCATION,7.37,0.05,2.0,701,No
5713,28.0,female,Associate,65505.0,6,RENT,1800.0,MEDICAL,11.01,0.03,8.0,571,No
5714,33.0,male,Associate,92631.0,8,MORTGAGE,10400.0,EDUCATION,7.66,0.11,5.0,545,Yes
5715,22.0,female,Associate,222975.0,2,RENT,25000.0,MEDICAL,11.36,0.11,2.0,593,Yes
5716,25.0,male,Bachelor,103301.0,3,MORTGAGE,1500.0,DEBTCONSOLIDATION,13.06,0.01,2.0,637,No
5717,27.0,male,Master,75448.0,3,RENT,5116.0,DEBTCONSOLIDATION,13.86,0.07,5.0,712,No
5718,43.0,female,Master,53731.0,20,MORTGAGE,10000.0,PERSONAL,10.38,0.19,14.0,588,Yes
5719,26.0,male,High School,88451.0,6,MORTGAGE,10625.0,EDUCATION,6.03,0.12,4.0,559,Yes
5720,27.0,male,Associate,81182.0,3,RENT,8040.0,VENTURE,13.12,0.1,8.0,645,No
5721,27.0,male,Master,102754.0,5,MORTGAGE,7500.0,VENTURE,10.66,0.07,4.0,699,Yes
5722,25.0,male,High School,51541.0,3,MORTGAGE,3000.0,DEBTCONSOLIDATION,10.33,0.06,4.0,495,Yes
5723,23.0,male,High School,107788.0,2,RENT,7000.0,EDUCATION,11.01,0.06,3.0,641,Yes
5724,31.0,male,Associate,361327.0,7,MORTGAGE,25000.0,VENTURE,14.83,0.07,9.0,619,Yes
5725,23.0,female,Bachelor,66922.0,0,RENT,12300.0,VENTURE,11.01,0.18,2.0,681,Yes
5726,23.0,male,High School,39668.0,0,MORTGAGE,1200.0,EDUCATION,7.68,0.03,2.0,626,Yes
5727,23.0,female,Associate,34817.0,3,MORTGAGE,7000.0,PERSONAL,11.01,0.2,4.0,614,Yes
5728,33.0,female,Associate,90938.0,12,RENT,15000.0,HOMEIMPROVEMENT,11.17,0.16,10.0,646,No
5729,37.0,male,High School,89974.0,12,MORTGAGE,7166.0,MEDICAL,6.62,0.08,11.0,539,Yes
5730,23.0,female,Associate,112201.0,0,RENT,9360.0,EDUCATION,8.37,0.08,4.0,588,Yes
5731,22.0,male,Bachelor,61078.0,0,RENT,6000.0,DEBTCONSOLIDATION,10.25,0.1,3.0,659,Yes
5732,22.0,male,Associate,109156.0,1,OWN,7000.0,VENTURE,7.14,0.06,4.0,640,No
5733,38.0,male,High School,41719.0,17,OWN,11000.0,HOMEIMPROVEMENT,13.98,0.26,17.0,564,Yes
5734,34.0,female,Associate,48593.0,8,MORTGAGE,6000.0,VENTURE,5.99,0.12,5.0,609,No
5735,27.0,male,Bachelor,68646.0,7,RENT,9700.0,VENTURE,8.88,0.14,10.0,713,No
5736,23.0,male,High School,150916.0,0,MORTGAGE,7500.0,HOMEIMPROVEMENT,8.0,0.05,4.0,581,Yes
5737,23.0,female,Master,137663.0,0,MORTGAGE,15000.0,EDUCATION,7.9,0.11,4.0,678,Yes
5738,25.0,male,Bachelor,43085.0,3,RENT,2400.0,VENTURE,12.53,0.06,3.0,643,No
5739,58.0,male,Master,1080918.0,40,RENT,19600.0,DEBTCONSOLIDATION,13.98,0.02,28.0,688,Yes
5740,32.0,male,Bachelor,85190.0,10,MORTGAGE,6000.0,MEDICAL,8.35,0.07,7.0,679,Yes
5741,26.0,female,Bachelor,53682.0,5,MORTGAGE,8475.0,HOMEIMPROVEMENT,6.91,0.16,4.0,664,No
5742,24.0,male,Associate,43206.0,0,RENT,8400.0,VENTURE,12.87,0.19,4.0,587,No
5743,27.0,male,Associate,70715.0,3,RENT,8000.0,VENTURE,11.36,0.11,7.0,682,Yes
5744,23.0,female,Associate,79432.0,3,RENT,10075.0,DEBTCONSOLIDATION,13.98,0.13,2.0,555,No
5745,21.0,male,Bachelor,49223.0,0,MORTGAGE,13000.0,EDUCATION,13.48,0.26,2.0,642,Yes
5746,27.0,female,Associate,41103.0,3,MORTGAGE,3200.0,HOMEIMPROVEMENT,12.18,0.08,6.0,597,Yes
5747,27.0,female,Associate,46682.0,2,MORTGAGE,4000.0,MEDICAL,8.08,0.09,9.0,686,No
5748,27.0,male,Bachelor,29932.0,5,RENT,2150.0,MEDICAL,14.72,0.07,7.0,592,Yes
5749,33.0,male,Associate,66877.0,13,RENT,8500.0,HOMEIMPROVEMENT,9.25,0.13,7.0,734,No
5750,25.0,female,Associate,43499.0,1,RENT,10000.0,VENTURE,9.01,0.23,3.0,572,Yes
5751,24.0,male,Bachelor,56029.0,3,RENT,13000.0,PERSONAL,10.99,0.23,3.0,623,Yes
5752,23.0,male,High School,26533.0,0,OWN,7500.0,VENTURE,12.69,0.28,3.0,653,Yes
5753,29.0,male,Master,157102.0,7,RENT,10000.0,EDUCATION,14.26,0.06,5.0,660,No
5754,29.0,male,Bachelor,288993.0,3,MORTGAGE,5000.0,EDUCATION,7.88,0.02,8.0,615,Yes
5755,28.0,male,Bachelor,61022.0,6,RENT,8000.0,MEDICAL,7.14,0.13,7.0,612,Yes
5756,26.0,male,Bachelor,129790.0,4,MORTGAGE,1603.0,EDUCATION,12.76,0.01,4.0,560,Yes
5757,37.0,female,Associate,37308.0,16,OWN,4800.0,EDUCATION,16.29,0.13,11.0,693,Yes
5758,22.0,male,Associate,87996.0,0,RENT,6663.0,HOMEIMPROVEMENT,11.64,0.08,4.0,653,No
5759,34.0,male,Master,58893.0,12,MORTGAGE,5000.0,DEBTCONSOLIDATION,12.48,0.08,10.0,625,Yes
5760,25.0,male,Associate,78799.0,7,OWN,7000.0,PERSONAL,11.66,0.09,4.0,642,No
5761,31.0,male,Associate,44101.0,9,MORTGAGE,5000.0,PERSONAL,8.03,0.11,9.0,705,No
5762,37.0,male,High School,36758.0,13,MORTGAGE,8000.0,HOMEIMPROVEMENT,11.01,0.22,17.0,646,No
5763,28.0,female,Master,67131.0,1,RENT,4000.0,EDUCATION,7.32,0.06,10.0,658,Yes
5764,26.0,female,High School,94021.0,3,RENT,13500.0,VENTURE,12.87,0.14,2.0,618,Yes
5765,28.0,male,Associate,96382.0,6,MORTGAGE,16425.0,PERSONAL,7.9,0.17,10.0,535,Yes
5766,46.0,female,Master,54825.0,23,MORTGAGE,12250.0,MEDICAL,6.54,0.22,16.0,691,Yes
5767,24.0,female,Associate,72191.0,2,RENT,7434.0,EDUCATION,7.0,0.1,2.0,573,Yes
5768,30.0,female,Doctorate,78833.0,11,OWN,1800.0,HOMEIMPROVEMENT,16.49,0.02,9.0,731,No
5769,24.0,male,Associate,74912.0,2,MORTGAGE,2000.0,EDUCATION,13.49,0.03,3.0,571,No
5770,33.0,male,Master,96952.0,12,MORTGAGE,24000.0,HOMEIMPROVEMENT,14.46,0.25,6.0,631,Yes
5771,26.0,female,Bachelor,64706.0,5,RENT,6800.0,EDUCATION,9.91,0.11,4.0,593,Yes
5772,32.0,female,Bachelor,55012.0,10,RENT,5000.0,DEBTCONSOLIDATION,10.36,0.09,5.0,677,Yes
5773,21.0,female,High School,60926.0,0,RENT,6000.0,MEDICAL,10.75,0.1,2.0,585,Yes
5774,24.0,female,Associate,64338.0,0,RENT,12000.0,MEDICAL,11.74,0.19,3.0,699,No
5775,61.0,male,High School,103346.0,40,MORTGAGE,9000.0,PERSONAL,9.99,0.09,22.0,699,Yes
5776,23.0,male,Associate,102998.0,3,MORTGAGE,15000.0,VENTURE,6.75,0.15,2.0,640,No
5777,28.0,male,Associate,37149.0,5,MORTGAGE,10500.0,VENTURE,8.94,0.28,8.0,641,Yes
5778,23.0,female,Bachelor,151121.0,1,OTHER,7500.0,EDUCATION,8.0,0.05,2.0,592,Yes
5779,26.0,male,Bachelor,44192.0,6,MORTGAGE,4000.0,PERSONAL,11.01,0.09,3.0,606,Yes
5780,42.0,female,High School,90062.0,17,MORTGAGE,16000.0,PERSONAL,12.73,0.18,16.0,678,Yes
5781,30.0,male,Doctorate,28597.0,5,RENT,6500.0,PERSONAL,14.72,0.23,10.0,726,No
5782,25.0,female,Associate,97044.0,1,MORTGAGE,10000.0,MEDICAL,5.79,0.1,4.0,626,No
5783,26.0,female,Master,39344.0,6,RENT,5000.0,DEBTCONSOLIDATION,7.49,0.13,2.0,709,No
5784,22.0,male,High School,41624.0,0,OWN,13750.0,EDUCATION,6.92,0.33,2.0,665,No
5785,30.0,male,Master,84404.0,11,MORTGAGE,12250.0,PERSONAL,7.51,0.15,6.0,612,No
5786,37.0,male,Associate,26255.0,15,RENT,3000.0,HOMEIMPROVEMENT,10.88,0.11,12.0,703,No
5787,26.0,male,High School,46470.0,3,MORTGAGE,8500.0,VENTURE,6.46,0.18,8.0,642,Yes
5788,28.0,male,Bachelor,60874.0,4,RENT,8000.0,PERSONAL,14.16,0.13,10.0,681,Yes
5789,25.0,female,Master,64703.0,4,RENT,15000.0,EDUCATION,14.27,0.23,2.0,605,No
5790,29.0,female,Bachelor,36877.0,5,RENT,6000.0,VENTURE,8.57,0.16,10.0,669,Yes
5791,23.0,male,Associate,105448.0,4,MORTGAGE,8000.0,EDUCATION,5.99,0.08,4.0,497,Yes
5792,27.0,female,Bachelor,130454.0,5,MORTGAGE,21600.0,EDUCATION,11.01,0.17,10.0,665,Yes
5793,22.0,male,Bachelor,45852.0,0,MORTGAGE,3600.0,MEDICAL,11.71,0.08,2.0,651,Yes
5794,24.0,female,Bachelor,38101.0,0,RENT,7000.0,EDUCATION,15.66,0.18,4.0,649,No
5795,23.0,male,High School,69313.0,0,RENT,4800.0,PERSONAL,10.38,0.07,3.0,662,Yes
5796,38.0,male,High School,65408.0,15,MORTGAGE,4000.0,VENTURE,13.43,0.06,12.0,600,Yes
5797,25.0,male,High School,85186.0,0,RENT,7200.0,HOMEIMPROVEMENT,8.18,0.08,4.0,569,No
5798,24.0,male,Bachelor,87467.0,0,RENT,12000.0,MEDICAL,14.23,0.14,4.0,678,Yes
5799,23.0,male,Bachelor,79016.0,3,MORTGAGE,6250.0,VENTURE,6.76,0.08,2.0,588,Yes
5800,26.0,male,Associate,126795.0,4,MORTGAGE,9642.0,VENTURE,9.45,0.08,3.0,605,Yes
5801,22.0,male,Bachelor,78861.0,0,RENT,9600.0,PERSONAL,12.99,0.12,4.0,612,No
5802,27.0,female,Bachelor,43036.0,5,RENT,3500.0,VENTURE,8.59,0.08,6.0,617,No
5803,25.0,female,High School,151243.0,1,MORTGAGE,14000.0,HOMEIMPROVEMENT,14.42,0.09,4.0,652,Yes
5804,31.0,male,Associate,84953.0,5,MORTGAGE,8000.0,PERSONAL,7.88,0.09,5.0,650,No
5805,22.0,male,Bachelor,77709.0,0,OWN,15000.0,EDUCATION,17.49,0.19,4.0,608,Yes
5806,24.0,female,Associate,97299.0,0,MORTGAGE,6000.0,PERSONAL,8.59,0.06,2.0,609,No
5807,26.0,male,High School,138811.0,1,MORTGAGE,18107.0,EDUCATION,8.26,0.13,4.0,586,No
5808,23.0,male,Bachelor,48187.0,0,OWN,14000.0,EDUCATION,7.29,0.29,3.0,460,Yes
5809,23.0,male,Master,34197.0,1,MORTGAGE,1200.0,EDUCATION,13.92,0.04,3.0,655,Yes
5810,38.0,male,Master,139144.0,18,MORTGAGE,20000.0,EDUCATION,15.45,0.14,10.0,725,Yes
5811,27.0,female,Associate,252439.0,3,MORTGAGE,15000.0,VENTURE,13.85,0.06,6.0,620,Yes
5812,27.0,female,Master,56501.0,5,MORTGAGE,11500.0,DEBTCONSOLIDATION,13.48,0.2,8.0,707,Yes
5813,21.0,male,Associate,25710.0,0,OWN,2400.0,MEDICAL,11.49,0.09,4.0,623,No
5814,22.0,female,Bachelor,69486.0,0,MORTGAGE,3200.0,VENTURE,5.99,0.05,4.0,584,Yes
5815,22.0,male,Master,79058.0,0,MORTGAGE,9000.0,EDUCATION,9.63,0.11,3.0,609,No
5816,23.0,female,High School,49752.0,0,RENT,1091.0,EDUCATION,8.82,0.02,3.0,563,Yes
5817,32.0,female,High School,127187.0,6,RENT,3000.0,DEBTCONSOLIDATION,11.01,0.02,5.0,641,No
5818,31.0,female,Associate,116161.0,6,MORTGAGE,12000.0,VENTURE,12.74,0.1,6.0,668,Yes
5819,22.0,female,Associate,85013.0,1,MORTGAGE,6000.0,EDUCATION,7.14,0.07,4.0,610,Yes
5820,24.0,male,High School,48918.0,1,RENT,12000.0,VENTURE,10.83,0.25,2.0,602,Yes
5821,33.0,male,Associate,55192.0,12,RENT,7000.0,VENTURE,10.38,0.13,8.0,691,No
5822,32.0,male,Associate,72686.0,10,MORTGAGE,13250.0,PERSONAL,11.83,0.18,10.0,606,Yes
5823,22.0,male,Master,66772.0,0,MORTGAGE,7500.0,EDUCATION,10.59,0.11,3.0,688,Yes
5824,27.0,female,Bachelor,31144.0,4,RENT,5000.0,EDUCATION,9.68,0.16,7.0,571,Yes
5825,40.0,male,High School,144908.0,17,RENT,12000.0,MEDICAL,5.81,0.08,12.0,569,Yes
5826,38.0,female,Associate,44193.0,14,RENT,9000.0,MEDICAL,11.83,0.2,11.0,670,Yes
5827,24.0,male,Master,84732.0,2,MORTGAGE,25000.0,PERSONAL,10.11,0.3,4.0,634,Yes
5828,26.0,male,Bachelor,119886.0,5,RENT,7000.0,PERSONAL,7.49,0.06,3.0,608,Yes
5829,27.0,male,Master,96341.0,0,RENT,19200.0,PERSONAL,13.87,0.2,9.0,620,Yes
5830,25.0,female,Master,51350.0,2,RENT,10000.0,PERSONAL,10.99,0.19,2.0,707,No
